PID,NAME,AGE,T,YR,TM,G,GS,W,L,WLP,CG,ShO,IP,H,R,ER,TBB,IBB,SO,ERA,GF,SV,HR,HB,BK,WP,SO/BB,H/9,SO/9,BB/9,HR/9,BR/9,RAA,WAA,WAAadj,WAR,RAR,waaWL%,162WL%
m49,"MacLeod, Billy",24,L,1966,BOS-min,22,12,2,9,0.182,3,,75,78,43,39,42,3,45,4.68,,,7,1,0,5,1.07,9.4,5.4,5,0.8,14.52,,,,,,,
m49,"MacLeod, Billy",25,L,1967,BOS-CHW-min,35,1,3,3,0.5,0,,60,65,44,24,37,10,29,3.6,,,6,3,0,10,0.78,9.8,4.4,5.6,0.9,15.75,,,,,,,
m51,"Macon, Max",18,L,1934,HUT-min,35,,15,11,0.577,,,202,200,110,87,120,,,3.88,,,,,,,,8.9,,5.3,,,,,,,,,
m51,"Macon, Max",19,L,1935,STL-min,36,,19,7,0.731,,,207,195,90,,83,,,,,,,,,,,8.5,,3.6,,,,,,,,,
m51,"Macon, Max",20,L,1936,STL-min,47,22,12,12,0.5,,,202,216,125,95,88,,,4.23,,,,,,,,9.6,,3.9,,,,,,,,,
m51,"Macon, Max",21,L,1937,STL-min,45,34,21,12,0.636,,,265,273,132,102,114,,,3.46,,,,,,,,9.3,,3.9,,,,,,,,,
m51,"Macon, Max",22,L,1938,STL,38,12,4,11,0.267,5,2,129.1,133,83,59,61,,39,4.11,18,2,9,4,0,5,0.64,9.3,2.7,4.2,0.6,13.8,-13,-1.3,-0.1,-0.2,-2,0.465,0.492
m51,"Macon, Max",23,L,1939,STL-NYY-min,40,19,9,10,0.474,,,174,208,110,87,83,,,4.5,,,,,,,,10.8,,4.3,,,,,,,,,
m51,"Macon, Max",24,L,1940,BRO-min,22,10,7,4,0.636,,,99,88,36,28,47,,,2.55,,,,,,,,8,,4.3,,,,,,,,,
m51,"Macon, Max",24,L,1940,BRO,2,0,1,0,1,0,0,2,5,5,5,0,,1,22.5,1,0,2,0,0,0,,22.5,4.5,0,9,22.5,-4,-0.3,0,-0.3,-4,0.327,0.498
m51,"Macon, Max",25,L,1941,BRO-min,19,,5,4,0.556,3,,80,80,43,29,33,,26,3.26,,,,2,0,3,0.79,9,2.9,3.7,,12.94,,,,,,,
m51,"Macon, Max",26,L,1942,BRO-min,16,15,9,4,0.692,9,,112,84,35,29,25,,39,2.33,,,,1,0,1,1.56,6.8,3.1,2,,8.84,,,,,,,
m51,"Macon, Max",26,L,1942,BRO,14,8,5,3,0.625,4,1,84,67,22,18,33,,27,1.93,3,1,3,2,0,0,0.82,7.2,2.9,3.5,0.3,10.93,15,1.8,0,2.5,20,0.632,0.511
m51,"Macon, Max",27,L,1943,BRO-min,2,,0,0,,,,14,8,,,4,,4,,,,,,,,1,5.1,2.6,2.6,,,,,,,,,
m51,"Macon, Max",27,L,1943,BRO,25,9,7,5,0.583,0,0,77,91,54,51,32,,21,5.96,12,0,4,4,1,0,0.66,10.6,2.5,3.7,0.5,14.84,-19,-2,-0.1,-1.4,-13,0.421,0.488
m51,"Macon, Max",28,L,1944,BSN,1,0,0,0,,0,0,3,10,7,7,1,,1,21,0,0,2,0,0,0,1,30,3,3,6,33,-5,-0.4,0,-0.3,-5,0.15,0.498
m51,"Macon, Max",31,L,1947,BSN,1,0,0,0,,0,0,2,1,0,0,1,,1,0,1,0,0,0,0,0,1,4.5,4.5,4.5,0,9,1,0.1,-0.1,0.1,1,0.622,0.501
m51,"Macon, Max",33,L,1949,PIT-min,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m51,"Macon, Max",36,L,1952,BRO-min,13,,3,2,0.6,,,30,24,,4,10,,,1.2,,,,,,,,7.2,,3,,,,,,,,,
m51,"Macon, Max",38,L,1954,BRO-min,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m53,"MacPherson, Harry",17,R,1944,BSN,1,0,0,0,,0,0,1,0,0,0,1,,1,0,1,0,0,0,0,0,1,0,9,9,0,9,1,0.1,0,0.1,1,0.561,0.5
m53,"MacPherson, Harry",19,R,1946,BSN-min,12,,3,2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m53,"MacPherson, Harry",20,R,1947,BSN-min,31,,9,15,0.375,,,107,200,138,110,80,,,9.25,,,,,,,,16.8,,6.7,,,,,,,,,
m53,"MacPherson, Harry",21,R,1948,BSN-min,38,1,4,3,0.571,,,81,99,49,38,47,,5,4.22,,,,,,,0.11,11,0.6,5.2,,,,,,,,,
m53,"MacPherson, Harry",22,R,1949,BSN-min,27,,8,0,1,,,95,66,27,23,48,,,2.18,,,,,,,,6.3,,4.5,,,,,,,,,
m53,"MacPherson, Harry",23,R,1950,BSN-min,33,,11,9,0.55,,,181,202,96,86,81,,,4.28,,,,,,,,10,,4,,,,,,,,,
m53,"MacPherson, Harry",24,R,1951,CLE-BSN-min,33,,2,2,0.5,,,88,71,29,21,37,,,2.15,,,3,,,,,7.3,,3.8,0.3,,,,,,,,
m54,"MacRae, Scott",20,R,1995,CIN-min,18,0,0,1,0,0,1,27,32,24,17,20,4,9,5.67,4,1,0,3,1,2,0.45,10.7,3,6.7,0,18.33,,,,,,,
m54,"MacRae, Scott",21,R,1996,CIN-min,29,20,8,7,0.533,1,0,123.2,118,61,46,53,0,82,3.35,2,0,3,7,0,8,1.55,8.6,6,3.9,0.2,13,,,,,,,
m54,"MacRae, Scott",22,R,1997,CIN-min,27,26,11,4,0.733,4,0,160.1,159,76,68,57,0,89,3.82,0,0,9,9,1,18,1.56,8.9,5,3.2,0.5,12.65,,,,,,,
m54,"MacRae, Scott",23,R,1998,CIN-min,49,5,9,4,0.692,0,0,113.2,105,70,56,56,2,67,4.43,6,0,5,3,0,10,1.2,8.3,5.3,4.4,0.4,13.04,,,,,,,
m54,"MacRae, Scott",24,R,1999,CIN-min,39,17,8,7,0.533,0,0,128.1,139,76,63,49,1,81,4.42,2,0,18,5,0,6,1.65,9.7,5.7,3.4,1.3,13.56,,,,,,,
