PID,NAME,AGE,T,YR,TM,G,GS,W,L,WLP,CG,ShO,IP,H,R,ER,TBB,IBB,SO,ERA,GF,SV,HR,HB,BK,WP,SO/BB,H/9,SO/9,BB/9,HR/9,BR/9,RAA,WAA,WAAadj,WAR,RAR,waaWL%,162WL%
s0,"Saarloos, Kirk",28,R,2007,CIN,34,3,1,5,0.167,0,0,42.2,54,36,34,19,1,27,7.17,7,0,8,3,0,1,1.42,11.4,5.7,4,1.7,16.21,-11,-1.1,-0.2,-0.9,-7,0.469,0.493
s0,"Saarloos, Kirk",29,R,2008,OAK-min,22,22,9,4,0.692,1,0,140.2,150,73,66,36,2,79,4.22,0,0,18,7,0,4,2.19,9.6,5.1,2.3,1.2,12.39,,,,,,,
s0,"Saarloos, Kirk",29,R,2008,OAK,8,1,1,0,1,0,0,26.1,37,17,16,4,1,12,5.47,1,0,2,0,0,0,3,12.6,4.1,1.4,0.7,14.14,-6,-0.6,0,-0.3,-3,0.426,0.496
s0,"Saarloos, Kirk",30,R,2009,CLE-min,15,15,3,10,0.231,2,0,86.2,112,67,54,35,0,53,5.61,0,0,14,3,2,5,1.51,11.6,5.5,3.6,1.5,15.66,,,,,,,
s1,"Sabathia, CC",17,L,1998,CLE-min,5,5,1,0,1,0,0,18,20,14,9,8,0,35,4.5,0,0,1,1,1,1,4.38,10,17.5,4,0.5,14.5,,,,,,,
s1,"Sabathia, CC",18,L,1999,CLE-min,16,16,5,3,0.625,0,0,68.1,47,29,25,36,0,76,3.29,0,0,4,2,0,7,2.11,6.2,10,4.7,0.5,11.23,,,,,,,
s1,"Sabathia, CC",19,L,2000,CLE-min,27,27,6,9,0.4,2,0,146.1,123,64,58,72,0,159,3.57,0,0,10,9,2,4,2.21,7.6,9.8,4.4,0.6,12.57,,,,,,,
s1,"Sabathia, CC",20,L,2001,CLE,33,33,17,5,0.773,0,0,180.1,149,93,88,95,1,171,4.39,0,0,19,7,3,7,1.8,7.4,8.5,4.7,0.9,12.54,11,1.1,-0.1,2.9,33,0.534,0.507
s1,"Sabathia, CC",21,L,2002,CLE,33,33,13,11,0.542,2,0,210,198,109,102,88,2,149,4.37,0,0,17,1,3,6,1.69,8.5,6.4,3.8,0.7,12.3,12,1.2,-0.1,3.2,37,0.537,0.508
s1,"Sabathia, CC",22,L,2003,CLE,30,30,13,9,0.591,2,0,197.2,190,85,79,66,3,141,3.6,0,0,19,6,2,4,2.14,8.7,6.4,3,0.9,11.96,18,1.8,-0.1,3.7,40,0.562,0.511
