PID,NAME,AGE,T,YR,TM,G,GS,W,L,WLP,CG,ShO,IP,H,R,ER,TBB,IBB,SO,ERA,GF,SV,HR,HB,BK,WP,SO/BB,H/9,SO/9,BB/9,HR/9,BR/9,RAA,WAA,WAAadj,WAR,RAR,waaWL%,162WL%
d58,"Daniel, Chuck",25,R,1959,DET-min,29,5,4,4,0.5,1,,63,66,39,32,21,5,29,4.57,,,9,1,0,1,1.38,9.4,4.1,3,1.3,12.57,,,,,,,
d58,"Daniel, Chuck",26,R,1960,DET-min,34,18,10,7,0.588,8,,146,152,68,57,36,1,70,3.51,,,13,3,0,6,1.94,9.4,4.3,2.2,0.8,11.77,,,,,,,
d58,"Daniel, Chuck",27,R,1961,BAL-min,32,25,12,13,0.48,11,,192,201,96,81,58,6,95,3.8,,,9,2,0,6,1.64,9.4,4.5,2.7,0.4,12.23,,,,,,,
d60,"Daniels, Bennie",19,R,1951,GRF-min,13,,2,4,0.333,,,68,62,38,32,58,,,4.24,,,2,,,,,8.2,,7.7,0.3,,,,,,,,
d60,"Daniels, Bennie",20,R,1952,PIT-min,27,21,9,14,0.391,,,175,186,122,94,110,,,4.83,,,,,,,,9.6,,5.7,,,,,,,,,
d60,"Daniels, Bennie",23,R,1955,PIT-min,31,29,14,10,0.583,12,,217.2,181,108,84,136,,94,3.47,,,8,4,0,11,0.69,7.5,3.9,5.6,0.3,13.3,,,,,,,
d60,"Daniels, Bennie",24,R,1956,PIT-min,30,28,15,3,0.833,,,183,164,96,83,109,,,4.08,,,10,,,,,8.1,,5.4,0.5,,,,,,,,
d60,"Daniels, Bennie",25,R,1957,PIT-min,31,31,17,8,0.68,15,,229,201,88,75,121,,116,2.95,,,12,2,1,12,0.96,7.9,4.6,4.8,0.5,12.73,,,,,,,
d60,"Daniels, Bennie",25,R,1957,PIT,1,1,0,1,0,0,0,7,5,2,1,3,0,2,1.29,0,0,0,0,0,0,0.67,6.4,2.6,3.9,0,10.29,1,0.2,0,0.2,2,0.662,0.501
d60,"Daniels, Bennie",26,R,1958,PIT-min,22,21,14,6,0.7,13,,160,122,55,41,56,2,112,2.31,,,9,3,1,7,2,6.9,6.3,3.2,0.5,10.18,,,,,,,
d60,"Daniels, Bennie",26,R,1958,PIT,8,5,0,3,0,1,0,27.2,31,19,17,15,1,7,5.53,1,0,3,1,0,0,0.47,10.1,2.3,4.9,1,15.55,-7,-0.7,0,-0.4,-4,0.415,0.496
d60,"Daniels, Bennie",27,R,1959,PIT,34,12,7,9,0.438,0,1,100.2,115,69,61,39,6,67,5.45,8,1,9,2,0,5,1.72,10.3,6,3.5,0.8,14.01,-20,-2,-0.1,-1.1,-9,0.441,0.488
d60,"Daniels, Bennie",28,R,1960,PIT-min,18,16,4,9,0.308,6,,117,103,52,44,32,3,83,3.38,,,13,4,0,3,2.59,7.9,6.4,2.5,1,10.69,,,,,,,
d60,"Daniels, Bennie",28,R,1960,PIT,10,6,1,3,0.25,0,0,40.1,52,35,35,17,1,16,7.81,0,0,4,0,0,2,0.94,11.6,3.6,3.8,0.9,15.49,-17,-1.6,0.1,-1.1,-13,0.345,0.49
d60,"Daniels, Bennie",29,R,1961,WSA,32,28,12,11,0.522,12,0,212,184,90,81,80,8,110,3.44,1,0,14,3,1,5,1.38,7.8,4.7,3.4,0.6,11.33,19,2,-0.1,3.6,36,0.563,0.513
d60,"Daniels, Bennie",30,R,1962,WSA,44,21,7,16,0.304,3,2,161.1,172,98,87,68,5,66,4.85,13,2,14,2,1,6,0.97,9.6,3.7,3.8,0.8,13.52,-14,-1.4,-0.3,-0.4,-3,0.467,0.491
d60,"Daniels, Bennie",31,R,1963,WSA,35,24,5,10,0.333,6,1,168.2,163,90,82,58,9,88,4.38,3,1,19,1,0,5,1.52,8.7,4.7,3.1,1,11.88,-5,-0.5,-0.1,0.8,6,0.486,0.497
d60,"Daniels, Bennie",32,R,1964,WSA,33,24,8,10,0.444,3,0,163,147,75,67,64,8,73,3.7,3,0,20,0,0,4,1.14,8.1,4,3.5,1.1,11.65,2,0.3,-0.1,1.5,12,0.508,0.502
d60,"Daniels, Bennie",33,R,1965,WSA,33,18,5,13,0.278,1,1,116.1,135,75,61,39,7,42,4.72,4,1,16,0,0,3,1.08,10.4,3.2,3,1.2,13.49,-18,-2,0,-1,-10,0.44,0.488
d60,"Daniels, Bennie",34,R,1966,WSA-min,25,25,8,15,0.348,6,,134,172,99,82,28,3,44,5.51,,,22,0,0,1,1.57,11.6,3,1.9,1.5,13.43,,,,,,,
